log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_type,source_scope,article_section_page,source_uri,trigger_term,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,public_text_fields_included,public_release_note
AT-P2-0000034,2024-11-04T21:10:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Explanation/Elaboration,Foundational legal instrument,Statute/Charter,—,—,—,MoU,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,83ff7ce4a446362e39982995d5c1a1f1f265f458,attributes,IIR,ACCEPT,0.018964933499752486,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,358,50,156d99d0223954b221d9b31a94c59ea498cacf41b05f64252a6bab642b110a55,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000035,2024-11-04T21:11:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://treaties.un.org/doc/Publication/UNTS/Volume%204/volume-4-I-52-English.pdf,MoU,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: inter-institutional relationship evidenced (Article 1-10); partner/mechanism details logged where stated.,427fafaac283990d0f6313a3f1fdb63362b97302,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,469,50,f44a94ba9543f487bc4c3d4d531a948afebd093ab774a3bef0c26d09353828b2,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000036,2024-11-05T02:08:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://unesdoc.unesco.org/ark:/48223/pf0000369984,MoU,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Founding instrument evidence: inter-institutional relationship evidenced (Article 1-10); partner/mechanism details logged where stated.,33bb8d60fb4804f10102b274fca0b59cebf8a475,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,565,50,a9d1364e7cdd9897ee22bd71e24449c8aa0c3684f6dd4e49c45cb29d2ce724f1,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000037,2024-11-05T07:05:35Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://wedocs.unep.org/bitstream/handle/20.500.11822/21052/UNEP(DEPI)_EAF_CP6_BUR.DOC_6%20MOU%20between%20IOC%20&amp;%20UNEP.pdf?sequence=1&amp%3BisAllowed=,MoU,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: relationship architecture noted (Article 1-10); retained for IIR substantiation.,c3fdaeed6967a5d81210c78ec926fcfe9f246a6f,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,542,50,b29166331d405b0c66067f6feb5ca65b3d66f0b36a85cc753d9602b5d8b1577b,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000048,2024-11-05T10:32:01Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Definition/Identification,Foundational legal instrument,Statute/Charter,—,—,—,objective,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,f85177944cf02d2e3094511792824332b831c616,attributes,DO,ACCEPT,0.31680696694451327,regex + TF-IDF cosine (ranking),125,19,ef7e67dbec419ad55c7b93b54433b3858a598ed3ac9b31199da70b4a9a4fdcb6,101,11,4ac881028336d7f114406f6a03faeeca7135e4f4bd5a105885fb966e489d9e72,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000049,2024-11-05T10:33:01Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Explanation/Elaboration,Foundational legal instrument,Statute/Charter,—,—,—,objective,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,ea99167c99f555dd8e7236e135648ec688e2b8db,attributes,DO,ACCEPT,0.01724244578822154,regex + TF-IDF cosine (ranking),125,19,ef7e67dbec419ad55c7b93b54433b3858a598ed3ac9b31199da70b4a9a4fdcb6,350,50,c8e7c32e1f96ac94d5ff0bd170745e0b24006c8d3637ce80e2b97432c97daad0,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000050,2024-11-05T10:34:01Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Articles,https://treaties.un.org/doc/Publication/UNTS/Volume%204/volume-4-I-52-English.pdf)),objective,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: institutional purpose articulated (Articles); coded under DO (distinct from STR).,4f2d876c930cb640ebaa83952c32100bf44026a2,attributes,DO,ACCEPT,0.01724244578822154,regex + TF-IDF cosine (ranking),125,19,ef7e67dbec419ad55c7b93b54433b3858a598ed3ac9b31199da70b4a9a4fdcb6,350,50,c8e7c32e1f96ac94d5ff0bd170745e0b24006c8d3637ce80e2b97432c97daad0,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000051,2024-11-05T12:02:43Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://unesdoc.unesco.org/ark:/48223/pf0000369940,MoU,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: formal cooperation reference captured (Article 1-10); coded as IIR (distinct from VC/HC).,07c59587f0bf56194031e4f8a0683079d6343f10,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,569,50,0844ee4474f5f0b4851a92bf699e96147c6ee2b27c18258ea824709993b2b14b,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000052,2024-11-05T16:59:51Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://unesdoc.unesco.org/ark:/48223/pf0000104624,MoU,Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: relationship architecture noted (Article 1-10); retained for IIR substantiation.,71e6cc581406ddd8a0f6b7598e377e3cdb7826b1,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,433,50,b47e8210290f5b830a1f9d6baf32726ef586d5ab028cc5a7e36b8be55e5b2801,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000053,2024-11-05T21:56:59Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),HC,—,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://www.ioc.unesco.org/en/global-ocean-observing-system,MoU,Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from HC candidate set: excerpt evidences a formal relationship with a named counterpart (e.g., MoU/joint programme/agreement); retained under IIR.",71decd5fd00e4ba5ec9848e19f44778ca99e9e2e,attributes,IIR,RETAG,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,642,49,2d8f5e7a36f9f410a0b7c28e7b63a0b81ce827c44329c4da1ae8c2570c180f9e,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000054,2024-11-06T02:54:08Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://www.sail-world.com/news/226163/?source=email,MoU,Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Founding instrument evidence: relationship architecture noted (Article 1-10); retained for IIR substantiation.,ad0a8cf2276a2feb37f8ed8422d5b83467bc9047,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,436,27,a6b85ff1ccaba40b8f7ff38759a8b852328e283b33ba2e400c8ca852a9551ed4,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000055,2024-11-06T06:02:50Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Definition/Identification,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,strategic plan,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,1729a94b258b1cb0ba04c40ac518bf3d0d1969b3,attributes,STR,ACCEPT,0.18580855413389127,regex + TF-IDF cosine (ranking),24,1,d52c4fa7091fc35e765496bc86fde04ed8fa6d0c8da5a4286fba4f303cef45ab,134,16,babe1e1e9bb61727e47175a274497a98de8b1edfd10fab91eb6e6f8a4c946609,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000056,2024-11-06T06:03:50Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Explanation/Elaboration,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,strategic plan,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,1960dc4db3b00257bb309abca4ba0865be02b04e,attributes,STR,ACCEPT,0.019415904885556882,regex + TF-IDF cosine (ranking),24,1,d52c4fa7091fc35e765496bc86fde04ed8fa6d0c8da5a4286fba4f303cef45ab,397,50,39f260e601624b745f829d0f2580e6474f45e898f358877c15c2ee5b766006fc,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000057,2024-11-06T06:04:50Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),"https://unesdoc.unesco.org/ark:/48223/pf0000381388.locale=en),",strategic plan,Accept,Yes,Relevant to indicator; retained after contextual read-through.,External portal evidence: strategy instrument evidence captured (Not specified (see narrative/citations in cell text)); classified to 'mixed strategy references' family for STR.,43bd7bfc4289d66c4bd7c11029bc77548838323d,attributes,STR,ACCEPT,0.019415904885556882,regex + TF-IDF cosine (ranking),24,1,d52c4fa7091fc35e765496bc86fde04ed8fa6d0c8da5a4286fba4f303cef45ab,397,50,39f260e601624b745f829d0f2580e6474f45e898f358877c15c2ee5b766006fc,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000058,2024-11-06T07:51:16Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://www.oceancouncil.org/wp-content/uploads/2016/12/b4f999d04e84ded11337cc3c8c17a9b2.pdf,MoU,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: formal cooperation reference captured (Article 1-10); coded as IIR (distinct from VC/HC).,7b86b8c7dc08fc8fb608e7494f435b3e42c545b2,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,407,23,caaa8adfd4dc233696927c3f181cccd3a52f079606310d1828f142d6aa4d0e7f,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000059,2024-11-06T12:48:24Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Intergovernmental Oceanographic Commission (IOC),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Statute/Charter,—,Article 1-10,https://oceandecade.org/news/fugro-and-ioc-unesco-launch-working-group-to-unlock-private-sector-ocean-data/,MoU,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: formal cooperation reference captured (Article 1-10); coded as IIR (distinct from VC/HC).,2058c96bfe5b0e687a88463c00364dc94d41d413,attributes,IIR,ACCEPT,0.018964933499752486,regex + TF-IDF cosine (ranking),27,2,f17fcb475a165822bf9e07db91de7cdc50dcd80dca819fd7526782d1c59ecf1d,358,50,156d99d0223954b221d9b31a94c59ea498cacf41b05f64252a6bab642b110a55,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000060,2024-11-06T22:42:40Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Food and Agriculture Organization of the United Nations (FAO),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,established,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,f73a973ec7cde7e8bd30113901bfc835c759720e,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),47,5,485f64afbb8d29f9f867b56115eb8af2d362def58405c2efd1ebc1af4599215b,6,1,74db88ac0f3b16183990f0dade5ab9a5d53c9faaaed7c6c497797327f3e944d4,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000061,2024-11-07T01:33:38Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Food and Agriculture Organization of the United Nations (FAO),YE,IND_YE_DATE,YE,IND_YE_DATE,Definition/Identification,Foundational legal instrument,Constitution,—,—,—,established,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,30e7ac7e6efe99031ea107b9d84d7fcea7160232,attributes,YE,ACCEPT,0.18650937291160458,regex + TF-IDF cosine (ranking),75,11,32cbdcd229720f313804cc9c97e2cd7f514b90e160f5430fd9e3fd7deecea083,99,9,25b44bda7a426572872a93620649546fac0410efff47d0d56e16bf54583ea1c6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000062,2024-11-07T01:34:38Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Food and Agriculture Organization of the United Nations (FAO),YE,IND_YE_DATE,YE,IND_YE_DATE,Explanation/Elaboration,Foundational legal instrument,Constitution,—,—,—,established,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,af90b28ce977c475b1ef179e5a63560f826e99df,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),75,11,32cbdcd229720f313804cc9c97e2cd7f514b90e160f5430fd9e3fd7deecea083,6,1,74db88ac0f3b16183990f0dade5ab9a5d53c9faaaed7c6c497797327f3e944d4,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
